Annotation	lhs	op	rhs	Cov_Smooth	Z_smooth	Enrichment	Enrichment_SE	Enrichment_p_value	Error	Warning	target_parameter	est	SE	Fixed_Enrich	annotation_raw	annotation_key	annotation_basename	annotation_class	published_label	is_nonbase	alpha_168	alpha_155	Bonferroni_significant_168	Bonferroni_significant_155	Annotation_model_warning	Annotation_model_error	alpha_984	Bonferroni_significant_984	QC_warning_free	Bonferroni_significant_984_warning_free
Conserved_LindbladTohL2	F_SUD	~~	SCZ_FG	0.0012163362979743	0.886434994517113	34.0754159448351	130.255482738988	0.399775882807385	0.0	0	F_SUD~~SCZ_FG				Conserved_LindbladTohL2	Conserved_LindbladToh	Conserved_LindbladTohL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
CTCF_HoffmanL2	F_SUD	~~	SCZ_FG	0.0059946659506555	2.24458351170558	42.876664205439	62.3148942818395	0.250786457895577	0.0	0	F_SUD~~SCZ_FG				CTCF_HoffmanL2	CTCF_Hoffman	CTCF_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
DGF_ENCODEL2	F_SUD	~~	SCZ_FG	0.0113375495533006	1.99245506590914	-1.95393010181627	36.9281022847907	0.531877946693864	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				DGF_ENCODEL2	DGF_ENCODE	DGF_ENCODEL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
DHS_peaks_TrynkaL2	F_SUD	~~	SCZ_FG	0.0059318516132404	1.0343057007056	-13.3690960433882	40.1884470768504	0.639657311764013	0.0	0	F_SUD~~SCZ_FG				DHS_peaks_TrynkaL2	DHS_peaks_Trynka	DHS_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
DHS_TrynkaL2	F_SUD	~~	SCZ_FG	0.0040586564102954	0.723598726178784	16.7059213601506	29.7529363314252	0.298791997823811	0.0	0	F_SUD~~SCZ_FG				DHS_TrynkaL2	DHS_Trynka	DHS_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Enhancer_AnderssonL2	F_SUD	~~	SCZ_FG	0.0010098757347192	1.48817676810926				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				Enhancer_AnderssonL2	Enhancer_Andersson	Enhancer_AnderssonL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Enhancer_HoffmanL2	F_SUD	~~	SCZ_FG	0.0009640327837785	1.27677695696508	-33.8716801954509	37.8416173577575	0.821609621951971	0.0	0	F_SUD~~SCZ_FG				Enhancer_HoffmanL2	Enhancer_Hoffman	Enhancer_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
FetalDHS_TrynkaL2	F_SUD	~~	SCZ_FG	0.0038462770158872	0.940390543421378	-32.8307167233535	47.0627830861306	0.763880937854627	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				FetalDHS_TrynkaL2	FetalDHS_Trynka	FetalDHS_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K27ac_HniszL2	F_SUD	~~	SCZ_FG	0.0025890897371035	0.526129781223725	-0.567201841020118	10.0207670884866	0.56213931716607	0.0	0	F_SUD~~SCZ_FG				H3K27ac_HniszL2	H3K27ac_Hnisz	H3K27ac_HniszL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K27ac_PGC2L2	F_SUD	~~	SCZ_FG	0.001572840207382	0.438182427416718	-2.28578153191562	13.3917810636331	0.596910403247234	0.0	0	F_SUD~~SCZ_FG				H3K27ac_PGC2L2	H3K27ac_PGC2	H3K27ac_PGC2L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K4me1_peaks_TrynkaL2	F_SUD	~~	SCZ_FG	0.0046815868517883	0.755868946805573	-21.9069340768463	25.0898137741447	0.819378038537802	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				H3K4me1_peaks_TrynkaL2	H3K4me1_peaks_Trynka	H3K4me1_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K4me1_TrynkaL2	F_SUD	~~	SCZ_FG	0.0038393373876836	0.634694022064577	-10.4480190016322	12.0231384871408	0.82949350072832	0.0	0	F_SUD~~SCZ_FG				H3K4me1_TrynkaL2	H3K4me1_Trynka	H3K4me1_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K4me3_peaks_TrynkaL2	F_SUD	~~	SCZ_FG	0.0018594257348432	0.690831278375265	34.4270801514453	52.9769653513888	0.264028809188142	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_SUD~~SCZ_FG				H3K4me3_peaks_TrynkaL2	H3K4me3_peaks_Trynka	H3K4me3_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K4me3_TrynkaL2	F_SUD	~~	SCZ_FG	0.0032638616278994	0.93088162780643	-7.94185626730495	18.7324486597472	0.683442059728275	0.0	0	F_SUD~~SCZ_FG				H3K4me3_TrynkaL2	H3K4me3_Trynka	H3K4me3_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
H3K9ac_peaks_TrynkaL2	F_SUD	~~	SCZ_FG	0.0037959926362376	1.46994586872298	-61.5185800277265	68.6591625499368	0.818737497395832	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				H3K9ac_peaks_TrynkaL2	H3K9ac_peaks_Trynka	H3K9ac_peaks_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
H3K9ac_TrynkaL2	F_SUD	~~	SCZ_FG	0.0029960754371585	0.81368217138709	9.21924287572047	22.7809670894196	0.359126615337448	0.0	0	F_SUD~~SCZ_FG				H3K9ac_TrynkaL2	H3K9ac_Trynka	H3K9ac_TrynkaL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Intron_UCSCL2	F_SUD	~~	SCZ_FG	0.0025956693040877	0.532792747025948	2.19948574121949	10.4051915313079	0.454112537386769	0.0	0	F_SUD~~SCZ_FG				Intron_UCSCL2	Intron_UCSC	Intron_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
PromoterFlanking_HoffmanL2	F_SUD	~~	SCZ_FG	0.0011233910785044	1.01004509225563				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				PromoterFlanking_HoffmanL2	PromoterFlanking_Hoffman	PromoterFlanking_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Promoter_UCSCL2	F_SUD	~~	SCZ_FG	0.0011094520639583	1.15195001492418	-51.6496926744951	29.936475688525	0.960686933189033	0.0	0	F_SUD~~SCZ_FG				Promoter_UCSCL2	Promoter_UCSC	Promoter_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Repressed_HoffmanL2	F_SUD	~~	SCZ_FG	0.0004673297802173	0.503045785776127	3.73493163061819	6.35954934810447	0.33357920998745	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				Repressed_HoffmanL2	Repressed_Hoffman	Repressed_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
SuperEnhancer_HniszL2	F_SUD	~~	SCZ_FG	0.0012294782201081	0.499863024109891	-4.12331225551603	11.6150959280215	0.670426377577443	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				SuperEnhancer_HniszL2	SuperEnhancer_Hnisz	SuperEnhancer_HniszL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
TFBS_ENCODEL2	F_SUD	~~	SCZ_FG	0.0025358215358161	0.797809639974368	32.4882349112638	28.4758870221853	0.134409595468462	0.0	0	F_SUD~~SCZ_FG				TFBS_ENCODEL2	TFBS_ENCODE	TFBS_ENCODEL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Transcr_HoffmanL2	F_SUD	~~	SCZ_FG	0.0036231066842596	0.895862578496535	6.69801510421507	10.2505409514966	0.289148299821409	0.0	0	F_SUD~~SCZ_FG				Transcr_HoffmanL2	Transcr_Hoffman	Transcr_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
TSS_HoffmanL2	F_SUD	~~	SCZ_FG	0.0007180745333636	1.47145927695137	14.3890887279716	69.8838885463195	0.424031494637446	0.0	0	F_SUD~~SCZ_FG				TSS_HoffmanL2	TSS_Hoffman	TSS_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
UTR_3_UCSCL2	F_SUD	~~	SCZ_FG	0.001549689621306	1.27024450017337	-6.94638206487231	116.49727052655	0.527191119397047	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_SUD~~SCZ_FG				UTR_3_UCSCL2	UTR_3_UCSC	UTR_3_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
UTR_5_UCSCL2	F_SUD	~~	SCZ_FG	0.0011173701728838	1.96657381950921				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				UTR_5_UCSCL2	UTR_5_UCSC	UTR_5_UCSCL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
WeakEnhancer_HoffmanL2	F_SUD	~~	SCZ_FG	0.002618274041366	1.82910160206737	5.15188565893675	82.3183656000543	0.479887103894627	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_SUD~~SCZ_FG				WeakEnhancer_HoffmanL2	WeakEnhancer_Hoffman	WeakEnhancer_HoffmanL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
GERP.RSsup4L2	F_SUD	~~	SCZ_FG	0.0003877569119313	0.543969559960348	80.1281437517766	277.597956150674	0.38780450978671	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				GERP.RSsup4L2	GERP.RSsup4	GERP.RSsup4L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin1L2	F_SUD	~~	SCZ_FG	0.0006863383183459	1.11772319176985				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				MAFbin1L2	MAFbin1	MAFbin1L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin2L2	F_SUD	~~	SCZ_FG	0.000485331559693	0.636209922771691	-0.422527763108846	7.08971657027458	0.57951255442208	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_SUD~~SCZ_FG				MAFbin2L2	MAFbin2	MAFbin2L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin3L2	F_SUD	~~	SCZ_FG	0.0015869610761194	1.96497687169843	-4.21489734058869	7.92166589520008	0.744829933841977	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				MAFbin3L2	MAFbin3	MAFbin3L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin4L2	F_SUD	~~	SCZ_FG	0.0004725631003971	0.662121827380395	-8.05997537579481	8.70907636470244	0.850897680939825	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_SUD~~SCZ_FG				MAFbin4L2	MAFbin4	MAFbin4L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin5L2	F_SUD	~~	SCZ_FG	0.0002209457335289	0.574463842787965				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				MAFbin5L2	MAFbin5	MAFbin5L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin6L2	F_SUD	~~	SCZ_FG	0.0004555057663532	0.385666922344159				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				MAFbin6L2	MAFbin6	MAFbin6L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin7L2	F_SUD	~~	SCZ_FG	0.0009669896329175	0.927371376789053	6.52963028224491	10.1882843201749	0.293653034181986	0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer (NLMINB) claimed the model converged, but not all elements 
   of the gradient are (near) zero; the optimizer may not have found a local 
   solution use check.gradient = FALSE to skip this check."	F_SUD~~SCZ_FG				MAFbin7L2	MAFbin7	MAFbin7L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin8L2	F_SUD	~~	SCZ_FG	0.0001192786812402	0.303235534581447	-11.3465039880788	11.1118309223464	0.866740224840409	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				MAFbin8L2	MAFbin8	MAFbin8L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin9L2	F_SUD	~~	SCZ_FG	0.000405947985995	0.493011158906194	11.9544297515633	10.7847147683829	0.154877411763833	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				MAFbin9L2	MAFbin9	MAFbin9L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
MAFbin10L2	F_SUD	~~	SCZ_FG	0.0011500562259995	0.894354986160682	-0.508347580419106	9.88940070288935	0.560612236740914	0.0	0	F_SUD~~SCZ_FG				MAFbin10L2	MAFbin10	MAFbin10L2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
synonymousL2	F_SUD	~~	SCZ_FG	0.0023042794132926	1.53381400287379	-966.938814821376	434.653227207367	0.987023754907035	0.0	0	F_SUD~~SCZ_FG				synonymousL2	synonymous	synonymousL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
non_synonymousL2	F_SUD	~~	SCZ_FG	0.0038603365209715	1.9326560131179				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				non_synonymousL2	non_synonymous	non_synonymousL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Conserved_Vertebrate_phastCons46wayL2	F_SUD	~~	SCZ_FG	0.0025618430720753	1.21851881667094	-10.6563693929604	95.2621735855627	0.548693415505046	0.0	0	F_SUD~~SCZ_FG				Conserved_Vertebrate_phastCons46wayL2	Conserved_Vertebrate_phastCons46way	Conserved_Vertebrate_phastCons46wayL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Conserved_Mammal_phastCons46wayL2	F_SUD	~~	SCZ_FG	0.0015906496611494	0.959379974568477	38.6006822177378	131.105829980484	0.387134103485936	0.0	0	F_SUD~~SCZ_FG				Conserved_Mammal_phastCons46wayL2	Conserved_Mammal_phastCons46way	Conserved_Mammal_phastCons46wayL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Conserved_Primate_phastCons46wayL2	F_SUD	~~	SCZ_FG	0.0018023522184431	0.915056725092975	-41.5776187376464	156.695960059754	0.607081811307411	0.0	0	F_SUD~~SCZ_FG				Conserved_Primate_phastCons46wayL2	Conserved_Primate_phastCons46way	Conserved_Primate_phastCons46wayL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
BivFlnkL2	F_SUD	~~	SCZ_FG	0.0005076276028514	1.34649825530455				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				BivFlnkL2	BivFlnk	BivFlnkL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Human_Promoter_VillarL2	F_SUD	~~	SCZ_FG	0.0016131632585104	1.12223328815639				0.0	"lavaan->lav_lavaan_step11_estoptim():  
   the optimizer warns that a solution has NOT been found!"	F_SUD~~SCZ_FG				Human_Promoter_VillarL2	Human_Promoter_Villar	Human_Promoter_VillarL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Human_Enhancer_VillarL2	F_SUD	~~	SCZ_FG	0.0015638517882161	1.14148531695399	-7.04277900549404	34.147341142993	0.593101934942032	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_SUD~~SCZ_FG				Human_Enhancer_VillarL2	Human_Enhancer_Villar	Human_Enhancer_VillarL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Ancient_Sequence_Age_Human_PromoterL2	F_SUD	~~	SCZ_FG	0.0003287332591455	1.37555605766172	35.8649912675904	167.055282741363	0.417339926133983	0.0	0	F_SUD~~SCZ_FG				Ancient_Sequence_Age_Human_PromoterL2	Ancient_Sequence_Age_Human_Promoter	Ancient_Sequence_Age_Human_PromoterL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Ancient_Sequence_Age_Human_EnhancerL2	F_SUD	~~	SCZ_FG	0.003504797560559	1.65792602715136	109.553495319815	212.26712632461	0.304535354129701	0.0	"lavaan->lav_object_post_check():  
   covariance matrix of latent variables is not positive definite ; use 
   lavInspect(fit, ""cov.lv"") to investigate."	F_SUD~~SCZ_FG				Ancient_Sequence_Age_Human_EnhancerL2	Ancient_Sequence_Age_Human_Enhancer	Ancient_Sequence_Age_Human_EnhancerL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Human_Promoter_Villar_ExACL2	F_SUD	~~	SCZ_FG	0.0006255098946711	1.20271764783047	-58.5427874397201	145.061488473883	0.659267875827619	0.0	"lavaan->lav_object_post_check():  
   some estimated ov variances are negative"	F_SUD~~SCZ_FG				Human_Promoter_Villar_ExACL2	Human_Promoter_Villar_ExAC	Human_Promoter_Villar_ExACL2	baseline		True	0.000297619047619	0.0003225806451612	False	False	True	False	5.08130081300813e-05	False	False	False
Franke.13.	F_SUD	~~	SCZ_FG	0.002698278221521	0.952680890491444	-0.816885512304427	12.6714811889829	0.557006473834023	0.0	0	F_SUD~~SCZ_FG				Franke.13.	Franke.13.	Franke.13.	expression	Brain Stem	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.14.	F_SUD	~~	SCZ_FG	0.0027654529600308	0.840589401545504	-4.30682978216289	13.0293266373738	0.658105747085909	0.0	0	F_SUD~~SCZ_FG				Franke.14.	Franke.14.	Franke.14.	expression	Whole Brain	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.31.	F_SUD	~~	SCZ_FG	0.0014396331109608	0.84699715722659	-0.0632474117072363	11.4055606289738	0.537136340152633	0.0	0	F_SUD~~SCZ_FG				Franke.31.	Franke.31.	Franke.31.	expression	Epidermis	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.39.	F_SUD	~~	SCZ_FG	0.0015340809308177	0.778565913260909	5.14307583661735	11.4291966153613	0.358489471174636	0.0	0	F_SUD~~SCZ_FG				Franke.39.	Franke.39.	Franke.39.	expression	Fibroblasts	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.30.	F_SUD	~~	SCZ_FG	0.0016124704954196	0.909716018954783	0.719927640485777	12.4424580733906	0.508979196112851	0.0	0	F_SUD~~SCZ_FG				Franke.30.	Franke.30.	Franke.30.	expression	Epithelial Cells	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.147.	F_SUD	~~	SCZ_FG	0.0013390571650117	0.754361140761138	-2.27447482362804	11.1168514906635	0.615831382380211	0.0	0	F_SUD~~SCZ_FG				Franke.147.	Franke.147.	Franke.147.	expression	Embryoid Bodies	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.1.	F_SUD	~~	SCZ_FG	0.0017518557345808	0.68759234439361	2.49536321880885	10.6495082903115	0.444165589365302	0.0	0	F_SUD~~SCZ_FG				GTEx.1.	GTEx.1.	GTEx.1.	expression	Adipose Subcutaneous	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.8.	F_SUD	~~	SCZ_FG	0.0030124860906177	0.899276672893501	-1.95824418827662	11.3283594186003	0.603006243365745	0.0	0	F_SUD~~SCZ_FG				GTEx.8.	GTEx.8.	GTEx.8.	expression	Amygdala	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.9.	F_SUD	~~	SCZ_FG	0.002846819584011	0.819752052453827	-4.95945733314545	11.677331963674	0.695094789813052	0.0	0	F_SUD~~SCZ_FG				GTEx.9.	GTEx.9.	GTEx.9.	expression	Cingulate Cortex	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.10.	F_SUD	~~	SCZ_FG	0.0028020659933439	0.875552399446259	-2.19252432378967	11.4183074967391	0.61010663887002	0.0	0	F_SUD~~SCZ_FG				GTEx.10.	GTEx.10.	GTEx.10.	expression	Caudate	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.11.	F_SUD	~~	SCZ_FG	0.0020842071487621	0.688609545645212	-4.07654940286497	12.5761539735325	0.656770348956846	0.0	0	F_SUD~~SCZ_FG				GTEx.11.	GTEx.11.	GTEx.11.	expression	Cerebellar Hemispher	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.12.	F_SUD	~~	SCZ_FG	0.0021794827237458	0.735868137761171	-2.66243742084476	12.3402952155075	0.616685379557661	0.0	0	F_SUD~~SCZ_FG				GTEx.12.	GTEx.12.	GTEx.12.	expression	Cerebellum	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.13.	F_SUD	~~	SCZ_FG	0.0028529091756667	0.831176902768933	-6.48780856969436	12.0008444596454	0.733666551041334	0.0	0	F_SUD~~SCZ_FG				GTEx.13.	GTEx.13.	GTEx.13.	expression	Cortex	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.14.	F_SUD	~~	SCZ_FG	0.0028145240773693	0.804367128549323	-6.10919420702853	11.9007990958672	0.724870199172842	0.0	0	F_SUD~~SCZ_FG				GTEx.14.	GTEx.14.	GTEx.14.	expression	Frontal Cortex	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.15.	F_SUD	~~	SCZ_FG	0.0031818628957004	0.931993544257991	-1.07134004628152	11.3398623158512	0.572467626018326	0.0	0	F_SUD~~SCZ_FG				GTEx.15.	GTEx.15.	GTEx.15.	expression	Hippocampus	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.16.	F_SUD	~~	SCZ_FG	0.0031248172578347	0.959204345766229	-0.581512785755222	11.3574897397249	0.55537308611624	0.0	0	F_SUD~~SCZ_FG				GTEx.16.	GTEx.16.	GTEx.16.	expression	Hypothalamus	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.17.	F_SUD	~~	SCZ_FG	0.0026054745120465	0.801342107508905	-5.10508306471294	11.4786969210239	0.702589222076737	0.0	0	F_SUD~~SCZ_FG				GTEx.17.	GTEx.17.	GTEx.17.	expression	Nucleus Accumbens	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.18.	F_SUD	~~	SCZ_FG	0.0028866968584298	0.898246883542066	-2.29838027781213	11.4568867632574	0.613286438234075	0.0	0	F_SUD~~SCZ_FG				GTEx.18.	GTEx.18.	GTEx.18.	expression	Putamen	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.19.	F_SUD	~~	SCZ_FG	0.0035909161874511	1.1918722570638	4.00068269865759	11.1439250121743	0.393862407857342	0.0	0	F_SUD~~SCZ_FG				GTEx.19.	GTEx.19.	GTEx.19.	expression	Spinal Cord	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.20.	F_SUD	~~	SCZ_FG	0.0033062428625861	1.05794570207836	2.93648704991001	11.2685249291573	0.431778040477401	0.0	0	F_SUD~~SCZ_FG				GTEx.20.	GTEx.20.	GTEx.20.	expression	Substantia Nigra	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
Franke.152.	F_SUD	~~	SCZ_FG	0.0020853583402986	1.0956654242761	-1.52935720291583	10.9463413996216	0.591369296101845	0.0	0	F_SUD~~SCZ_FG				Franke.152.	Franke.152.	Franke.152.	expression	Endocrine Cells	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.40.	F_SUD	~~	SCZ_FG	0.0016477368284261	0.722399764878226	-1.58796654342191	11.073794919608	0.59239178074144	0.0	0	F_SUD~~SCZ_FG				GTEx.40.	GTEx.40.	GTEx.40.	expression	Ovary	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
GTEx.42.	F_SUD	~~	SCZ_FG	0.0015986919351405	0.711236909601761	-0.440139276734632	11.0218298431613	0.551978830409398	0.0	0	F_SUD~~SCZ_FG				GTEx.42.	GTEx.42.	GTEx.42.	expression	Pituitary	True	0.000297619047619	0.0003225806451612	False	False	False	False	5.08130081300813e-05	False	True	False
